id,HasWaldo
pos1.jpg,1
pos2.jpg,1
pos3.jpg,1
pos4.jpg,1
pos5.jpg,1
pos6.jpg,1
pos7.jpg,1
pos8.jpg,1
pos8.jpg,1
pos9.jpg,1
pos10.jpg,1
pos11.jpg,1
pos12.jpg,1
pos13.jpg,1
pos14.jpg,1
pos15.jpg,1
pos16.jpg,1
pos17.jpg,1
pos18.jpg,1
pos19.jpg,1
pos20.jpg,1
pos21.jpg,1
pos22.jpg,1
pos23.jpg,1
pos24.jpg,1
pos25.jpg,1
pos26.jpg,1
pos27.jpg,1
pos28.jpg,1
pos29.jpg,1
pos30.jpg,1
pos31.jpg,1
pos32.jpg,1
pos33.jpg,1
pos34.jpg,1
pos35.jpg,1
pos36.jpg,1
pos37.jpg,1
pos38.jpg,1
pos39.jpg,1
pos40.jpg,1
pos41.jpg,1
pos42.jpg,1
pos43.jpg,1
pos44.jpg,1
pos45.jpg,1
pos46.jpg,1
pos47.jpg,1
pos48.jpg,1
pos49.jpg,1
neg1.jpg,0
neg2.jpg,0
neg3.jpg,0
neg4.jpg,0
neg5.jpg,0
neg6.jpg,0
neg7.jpg,0
neg8.jpg,0
neg9.jpg,0
neg10.jpg,0
neg11.jpg,0
neg12.jpg,0
neg13.jpg,0
neg14.jpg,0
neg15.jpg,0
neg16.jpg,0
neg17.jpg,0
neg18.jpg,0
neg19.jpg,0
neg20.jpg,0
neg21.jpg,0
neg22.jpg,0
neg23.jpg,0
neg24.jpg,0
neg25.jpg,0
neg26.jpg,0
neg27.jpg,0
neg28.jpg,0
neg29.jpg,0
neg30.jpg,0
neg31.jpg,0
neg32.jpg,0
neg33.jpg,0
neg34.jpg,0
neg35.jpg,0
neg36.jpg,0
neg37.jpg,0
neg38.jpg,0
neg39.jpg,0
neg40.jpg,0
neg41.jpg,0
neg42.jpg,0
neg43.jpg,0
neg44.jpg,0
neg45.jpg,0
neg46.jpg,0
neg47.jpg,0
neg48.jpg,0
neg49.jpg,0
neg49.jpg,0
neg50.jpg,0
neg51.jpg,0
neg52.jpg,0
neg53.jpg,0
neg54.jpg,0
neg55.jpg,0
neg56.jpg,0
neg57.jpg,0
neg58.jpg,0
neg59.jpg,0
neg60.jpg,0
neg61.jpg,0
neg62.jpg,0
neg63.jpg,0
neg64.jpg,0
neg65.jpg,0
neg66.jpg,0
neg67.jpg,0
neg68.jpg,0
neg69.jpg,0
neg70.jpg,0
neg71.jpg,0
neg72.jpg,0
neg73.jpg,0
neg74.jpg,0
neg75.jpg,0
neg76.jpg,0
neg77.jpg,0
neg78.jpg,0
neg79.jpg,0
neg80.jpg,0
neg81.jpg,0
neg82.jpg,0
neg83.jpg,0
neg84.jpg,0
neg85.jpg,0
neg86.jpg,0
neg87.jpg,0
neg88.jpg,0
neg89.jpg,0
neg90.jpg,0
neg91.jpg,0
neg92.jpg,0
neg93.jpg,0
neg94.jpg,0
neg95.jpg,0
neg96.jpg,0
neg97.jpg,0
neg98.jpg,0
neg99.jpg,0
neg100.jpg,0
neg101.jpg,0
neg102.jpg,0
neg103.jpg,0
neg104.jpg,0
neg105.jpg,0
neg106.jpg,0
neg107.jpg,0
neg108.jpg,0
neg109.jpg,0
neg110.jpg,0
neg111.jpg,0
neg112.jpg,0
neg113.jpg,0
neg114.jpg,0
neg115.jpg,0
neg116.jpg,0
neg117.jpg,0
neg118.jpg,0
neg119.jpg,0
neg120.jpg,0
neg121.jpg,0
neg122.jpg,0
neg123.jpg,0
neg124.jpg,0
neg125.jpg,0
neg126.jpg,0
neg127.jpg,0
neg128.jpg,0
neg129.jpg,0
neg130.jpg,0
neg131.jpg,0
neg132.jpg,0
neg133.jpg,0
neg134.jpg,0
neg135.jpg,0
neg136.jpg,0
neg137.jpg,0
neg138.jpg,0
neg139.jpg,0
neg140.jpg,0
neg141.jpg,0
neg142.jpg,0
neg143.jpg,0
neg144.jpg,0
neg145.jpg,0
neg146.jpg,0
neg147.jpg,0
neg148.jpg,0
neg149.jpg,0
neg149.jpg,0
neg150.jpg,0
neg151.jpg,0
neg152.jpg,0
neg153.jpg,0
neg154.jpg,0
neg155.jpg,0
neg156.jpg,0
neg157.jpg,0
neg158.jpg,0
neg159.jpg,0
neg160.jpg,0
neg161.jpg,0
neg162.jpg,0
neg163.jpg,0
neg164.jpg,0
neg165.jpg,0
neg166.jpg,0
neg167.jpg,0
neg168.jpg,0
neg169.jpg,0
neg170.jpg,0
neg171.jpg,0
neg172.jpg,0
neg173.jpg,0
neg174.jpg,0
neg175.jpg,0
neg176.jpg,0
neg177.jpg,0
neg178.jpg,0
neg179.jpg,0
neg180.jpg,0
neg181.jpg,0
neg182.jpg,0
neg183.jpg,0
neg184.jpg,0
neg185.jpg,0
neg186.jpg,0
neg187.jpg,0
neg188.jpg,0
neg189.jpg,0
neg190.jpg,0
neg191.jpg,0
neg192.jpg,0
neg193.jpg,0
neg194.jpg,0
neg195.jpg,0
neg196.jpg,0
neg197.jpg,0
neg198.jpg,0
neg199.jpg,0
neg200.jpg,0
neg201.jpg,0
neg202.jpg,0
neg203.jpg,0
neg204.jpg,0
neg205.jpg,0
neg206.jpg,0
neg207.jpg,0
neg208.jpg,0
neg209.jpg,0
neg210.jpg,0
neg211.jpg,0
neg212.jpg,0
neg213.jpg,0
neg214.jpg,0
neg215.jpg,0
neg216.jpg,0
neg217.jpg,0
neg218.jpg,0
neg219.jpg,0
neg220.jpg,0
neg221.jpg,0
neg222.jpg,0
neg223.jpg,0
neg224.jpg,0
neg225.jpg,0
neg226.jpg,0
neg227.jpg,0
neg228.jpg,0
neg229.jpg,0
neg230.jpg,0
neg231.jpg,0
neg232.jpg,0
neg233.jpg,0
neg234.jpg,0
neg235.jpg,0
neg236.jpg,0
neg237.jpg,0
neg238.jpg,0
neg239.jpg,0
neg240.jpg,0
neg241.jpg,0
neg242.jpg,0
neg243.jpg,0
neg244.jpg,0
neg245.jpg,0
neg246.jpg,0
neg247.jpg,0
neg248.jpg,0
neg249.jpg,0
neg249.jpg,0
neg250.jpg,0
neg251.jpg,0
neg252.jpg,0
neg253.jpg,0
neg254.jpg,0
neg255.jpg,0
neg256.jpg,0
neg257.jpg,0
neg258.jpg,0
neg259.jpg,0
neg260.jpg,0
neg261.jpg,0
neg262.jpg,0
neg263.jpg,0
neg264.jpg,0
neg265.jpg,0
neg266.jpg,0
neg267.jpg,0
neg268.jpg,0
neg269.jpg,0
neg270.jpg,0
neg271.jpg,0
neg272.jpg,0
neg273.jpg,0
neg274.jpg,0
neg275.jpg,0
neg276.jpg,0
neg277.jpg,0
neg278.jpg,0
neg279.jpg,0
neg280.jpg,0
neg281.jpg,0
neg282.jpg,0
neg283.jpg,0
neg284.jpg,0
neg285.jpg,0
neg286.jpg,0
neg287.jpg,0
